source,target
"Be on the watch, and make strong the rest of the things which are near to death; because as judged by me your works have not come up to God's measure.","Inveng la, i thil la neih thi lek lekte chu tinung leh rawh; i thiltihte reng ka Pathian mit tlung zovin ka hmu si lo."
In that day the Egyptians will be like women: and the land will be shaking with fear because of the waving of the Lord's hand stretched out over it.,Chu mi niah chuan Aigupta-ho chu hmeichheho ang an ni ang a: sipaihote LALPA kut thin chu an chunga a thin avângin an khurin an hlau vang.
Stand up and walk.,"Ding la, kal rawh."
I consented to go.,Ka kal chu ka remti a.
"For my soul is full of evils, and my life has come near to the underworld.","Ka nunna hi mangannatein a khat a, Ka nun hi Seol chu a rawn hnaih ta si a."
"The sons of Merari: of Jaaziah, Shoham and Zaccur and Ibri.","Meraria thlahte chu Jaazia lakah Benoa te, Sohama te, Zakura te, Ibria te an ni."
"And all his friends and the women who came with him from Galilee, were waiting at a distance, watching these things.","Tin, a hmelhriatte zawng zawng leh hmeichhia Galili ram atanga rawn zuite chu, chung thil chu thlirin hla takah an ding a."
"See, the rulers of Israel, every one in his family, have been causing death in you.","Ngai rawh, Israel hotute mi tinin an thiltihtheihna ang zela tihsen chuah mai tûrin nangmahah an awm a ni."
"From Mount Halak, which goes up to Seir, as far as Baal-gad in the valley of Lebanon under Mount Hermon: and all their kings he overcame and put to death.","Seir tlang han sutu Halak tlang atanga Hermon tlang hnuaia Lebon ruama Baalgad thlengin; an lal zawng zawngte chu a man a, a that a, a tihlum a."
We're not dressed,Kan inchei lo
"Even as it is said, I had love for Jacob, but for Esau I had hate.","Thil siam zawng zawngte chuan beisei em emin, Pathian fate lo lanna chu an nghakhlel hle si."
I do not pay their wages,An hlawh ka pe lo
He bought a VIP pass.,VIP pass a lei a.
"The word which the Lord said to Jeremiah the prophet, of how Nebuchadrezzar, king of Babylon, would come and make war on the land of Egypt.","Nebukadnezzara, Babulon lal a lo kal a, Aigupta ram a rawn nghaisak tûrzia thu LALPAN zâwlnei Jeremia hnêna a sawi chu:"
"The Passover offering, from your flock or your herd, is to be given to the Lord your God in the place marked out by him as the resting-place of his name.",LALPAN a hming awmna a la ruat turah chuan LALPA in Pathian hnenah in beram rual zinga mi leh ran rual zinga miin Kalhlen Kûtah in inthawi tur a ni.
"These were heads of families of the Levites in their generations, chief men; they were living at Jerusalem.","Chungte chu anmahni chhuan zawng zawnga htou, Levi-ho chhûngkaw puipate an ni a, Jerusalem-a awm an ni."
Do you want to learn or not?,Zir i duh em?
"For the Lord has taken Jacob for himself, and Israel for his property.","LALPA chuan Jakob-ho hi ama tan a thlang si a, Israel-ho hi a ro bik atân a thlang bawk a."
"For I am not conscious of any wrong in myself; but this does not make me clear, for it is the Lord who is my judge.",Engmah indemna ka inhre si lo va; nimahsela chu chuanin thiam mi chantir chuang lo; mi fiahtu chu Lalpa a ni zawk.
I don't date,Ka chhai lo
I've completely recovered.,Ka dam vek tawh.
Don't be ashamed of yourself.,Mahni in zak suh.
We know them,Anmahni kan hria
"Whose support is cut off, and whose hope is no stronger than a spider's thread.","A innghahna chu achim darh ang a, A rinchhan chu maimaw ril mai a ni."
Nothing had moved,Engmah a la che lo
"Like the waste from his body he comes to an end for ever: those who have seen him say, Where is he?","Ama zun ek angin a boral vang vang ang: Amah hmu tawhte chuan, Khawiah nge a awm tak? an ti ang."
"And put his finger in the blood, shaking drops of the blood seven times before the Lord in front of the veil.","tin, puithiamin thisenah chuan a kut zungtang a chiah ang a, puanzar bulah LALPA hmaah vawisarih a theh tur a ni."
Talk to me!,Ka hnênah sawi rawh!
Are you afraid of death,Thihna i hlau em
His tail is curving like a cedar; the muscles of his legs are joined together.,"Sidar angin a mei a tikhauh va, A malpui thate chu a phiar tlat mai."
It's easy.,A awlsam.
I feel ready,Ka inpeih e
I'm unharmed,Tih nat ka ni lo
Stand up!,Ding rawh!
"Then again she became with child and gave birth to Abel, his brother. And Abel was a keeper of sheep, but Cain was a farmer.","Tin, a nau Abela a rawn hring leh a. Tin, Abela chu berâm vêngtuah a awm a, Kaina erawh chu lei leituah a awm."
"If the bases are broken down, what is the upright man to do?","Lungphûmte chu tihchhiata a awm chuan, Mi felin eng nge a tih theih ang? in tih ni?"
Sami was present,Sami a tel a ni
Don't attach it to your head.,I lu-ah dah suh.
I was very happy about it.,Ka lawm hle mai.
And you have not given me into the hand of my hater; you have put my feet in a wide place.,"Tin, mi dotu kutah nangin mi khung lo va; Ka ke hi hmun thawl takah i nghat ta zawk a."
"And he did great things, and overcame the Amalekites, and made Israel safe from the hands of their attackers.","Huai takin a bei a, Amelek mite chu a hneh a, Israel-ho chu anmahni rawktute kut ata a chhanchhuak a ni."
It's so uncomfortable.,A nuam lo lutuk.
"Nearest to him will be the tribe of Asher, with Pagiel, the son of Ochran, as their chief.","Tin, a dawta puan in zar tur chu Aser chi an ni ang: Asera thlahte puipa tur chu Okrana fapa Pangiela a ni ang:"
"And the burning sand will become a pool, and the dry earth springs of waters: the fields where the sheep take their food will become wet land, and water-plants will take the place of grass.","Tichuan tiau dip sa tak hmun chu dilah a chang ang a, lei tuihal tak chu tuihnaahte a chang ang: sihalte chenna an mutnaah chuan, hlobet, phairuang leh phungladin nên a awm ang."
Let's quit,Bansan ang
"For I have not said it on my authority, but the Father who sent me gave me orders what to say and how to say it.",Keimaha phuahchawpin ka sawi si lo; Pa mi tirtu chuan ka sawi tur leh ka hrilh tur hi thu mi pe zawk a ni.
I approved it,Ka lo pawmsak
"Make your work clear to your servants, and your glory to their children.","I hnathawh chu i chhiahhlawhte hnênah lang sela, I ropuina chu an fate hnênah lang rawh se."
I want to compete again.,Inel leh ka duh.
We'll work,Kan thawk ang
"For I will take you out from among the nations, and get you together from all the countries, and take you into your land.","Hnamte zing ata ka hruaichhuak ang che u a, ram zawng zawng ata ka khwm ang che u a, in ram ngeiah ka hruai lut dawn si che u a."
I fought against sleep.,Mut chu ka do a.
Those who go to her do not come back again; their feet do not keep in the ways of life:,"A hnêna kal rêng rêng chu an kir leh tawh ngia lo va, Nunna kawng an pawh ngai hek lo;"
You'll be OK,I ṭha dawn
And they all took of the food and had enough: and they took up twelve baskets full of broken bits which were not used.,"Tin, an vaiin an ei a, an puar ta hlawm a; an ei bang nawi pawh chu bawmrang sawm leh pahnih an rut khat a."
"For because you did not take it at the first, the Lord our God sent punishment on us, because we did not get directions from him in the right way.","Atirah pawh kahn nangnin in zawn loh avângin LALPA kan Pathianc ukan chungah a tuan anih kha, thupêk angin kan lo ti ta lo va ni, a ti a."
"See, I have made you small among the nations: you are much looked down on.","Ngai teh, hnamte zingah ka titê tawh che a ni: nasa taka hmusitin i awm ta."
"All those who are Israelites by birth are to do these things in this way, when giving an offering made by fire of a sweet smell to the Lord.",chumi rama piang zawng zawng chuan hetian gzel hian LALPA tana rimtui meia thihlan an hlan hunin an ti tur a ni.
The daisy is white,Daisy chu a var a
He was shining like the light; he had rays coming out from his hand: there his power was kept secret.,"A tlêtzia chu êng ang mai a ni a; A kut ațangin êng zâm a lo chhuak a, Chutah chuan a thiltihtheihna inthupin a awm."
"In those days they will no longer say, The fathers have been tasting bitter grapes and the children's teeth are put on edge.","Chung niahte chuan, 'Paten grêp thur an ei a, an fate ha a tim e' an ti tawh ngai lo vang."
It was short-lived.,A rei lo hle a ni.
Tom is odd,Tom a danglam
Because much talk comes from dreams and things of no purpose. But let the fear of God be in you.,"Mumang a tam poh leh thu lawilo a tam a ni si a, Pathian chu tih zawk rawh."
I think you're strong enough.,I chak tawk ka ti.
Are you still on a diet?,Diet i la nei em?
Dress warmly,Inthuam lum rawh
"A light of revelation to the Gentiles, and the glory of your people Israel.","Jentailte hnena i eng puang chhuak tur leh I mi Israelte ropuina tur chu, a ti a."
"Truly, God is great, greater than all our knowledge; the number of his years may not be searched out.","Ngai rawh, Pathian chu a ropui e, kan lo hre lo pawh a: A kum zatte chu zawn chhuah rual a ni lo."
They left,An kal tawh
I was most disconcerted.,Ka buai ber a ni.
"For their rock is not like our Rock, even our haters themselves being judges.","An lungpui chu kan lungpui ang a ni si lo, Kan hmêlmate ngei ngaih dan pawhin,"
"And Shechem said to her father and her brothers, If you will give ear to my request, whatever you say I will give to you.","Tin, Sekema chuan nula pa leh a nutate hnênah, Mi khawngaih rawh u, ka hnêna in sawi apiang ka pe zêl ang che u."
"When I was in the Temple with you every day, your hands were not stretched out against me: but this is your hour, and the authority of the dark power.","Pathian biak ina in hnena ni tin ka awm laite khan mi man tumin mi ban si lo va; nimahsela tun hi in chet hun a ni e, thim thu neihna nen, a ti a."
"She will be a place for the stretching out of nets in the middle of the sea; for I have said it, says the Lord: and her goods will be given over to the nations.","Tuipui laia lên pho rona hmun a ni mai ang, keiman ka sawi tawh si a, tih hi LALPA PATHIAN thu chhuak a ni: tichuan hnamte tan râllâk a ni mai ang."
And see that you make them from the design which you saw on the mountain.,Tichuan tlânga a lem ka entîr ang chiah che khân engkim I siam tûr a ni tih hre reng rawh khai.
And any leather seat on a horse on which the unclean man has been seated will be unclean.,Chuanna engpawhah thil pûta chu a chuan chuan a bawlhhlawh ang.
We are victorious,Hnehtu kan ni
I started dancing,Ka zai tâna
I've been threatened,Ka vau tawh a ni
"And Moses said, Make your meal today of what you have, for this day is a Sabbath to the Lord: today you will not get any in the fields.","Tichuan Mosian, Vawiin chuan hei hi ei rawh u; vawiin hi LALPA tân chawlhni a nih hi: vawiinah zawng leia tla in hmu lo vang."
You can't,I thei lo
"And the side-rooms, room over room, were three times thirty; there were inlets in the wall of the house for the side-rooms round about, for supports in the wall of the house.","A vêla sîr pindante tana bang an siam chu rinchhanin, a in pui chu rinchhan lovin, in pui bang nghêng lovin chu lam chu a nghêng zâwk a."
"Keep your tongue from evil, and your lips from words of deceit.","I lei chu sual lakah veng tha la, I hmui chu tihderna thu sawi lo tûrin veng tha rawh."
"And not joined to the Head, from whom all the body, being given strength and kept together through its joins and bands, has its growth with the increase of God.","Lu atang chuan taksa pum pui bung hrang hrang inzawm khawm chu a chawm a ni a, Pathian duhzawng ang zelin a thang lian thin a ni."
"See, the things said before have come about, and now I give word of new things: before they come I give you news of them.","Ngai teh u, tun hma thilte chu a lo thleng ta, thil țharte ka sawi a nih hi: a țiah hmain a chanchin ka hrilh che u a nih hi."
I've been betrayed,Ka phatsan tawh
There were witnesses,Thuhretu an awm a
"But now, O Lord, you are our father; we are the earth, and you are our maker; and we are all the work of your hand.","Tunah erawh chuan, aw LALPA nang chu kan pa i ni a; keini hi bellei kan ni a, nang min vawtu i ni; tichuan kan za hian i kut chhuak kan ni."
"And put the table inside, placing all the things on it in order; and put in the support for the lights, and let its lights be burning.","Tin, dawhkan kha la lutin, a chua thil awmte chu i dah fel tur a ni; khawnvar dahna kha la lutin, a khawnvarte chu i dah tur a ni."
Even as the witness of the Christ has been made certain among you:,chutiangin Krista thu ka hriattir chu nangmahniah tihngheha a awm kha;
I wear a wig.,Sam lem ka vuah.
"See, its blood was not taken into the holy place: certainly it was right for you to have taken it as food in the holy place, as I gave orders.","Ngaiteh u, a thisen chu hmun thianghlimah in la lut hlei nem: thu ka pêk ang khan hmun thianghlimah chuan in ei ngei ngei tur a ni asin, tiin."
Beryls and stones of value to be put on the ephod and on the priest's bag.,puithiam kawr leh kawr âwma zeh tûrin onukion-te leh lunghlute nên.
I fell back asleep,Ka mu leh ta a
"And if a son of peace is there, your peace will be with him: but if not, it will come back to you again.","Tin, chutah chuan thlamuan fa a awm chuan in thlamuanna thu chu a chungah a awm reng ang; a awm loh erawh chuan in chungah a lo kir leh ang."
I wasn't bluffing,Ka bluff lo a ni
For your information.,I hriat duh tan.
"Have no love for the world or for the things which are in the world. If any man has love for the world, the love of the Father is not in him.","Khawvel hi hmangaih su ula, khawvela thil awmte pawh hi hmangaih hek suh u. Mi tupawhin khawvel hi a hmangaih chuan Pa a hmangaihna amahah a awm lo."
"Why then is death to be our fate? For if the voice of the Lord our God comes to us any more, death will overtake us, and we will be burned up in this great fire.",chuvangin engah nge kan thih ang? He mi mei nasa tak hian min kangral mai ang asin; LALPA kan Pathian aw chu kan hriat leh chuan ka thi mai ang.
"For I have taken this house for myself and made it holy, so that my name may be there for ever; and my eyes and my heart will be there at all times.","Chutah chuan ka hming kumkhuaa a awm theih nân he in hi ka ruat a, ka tithianghlim tawh a ni: chutah chuan ka mit leh ka thinlung a awm kumkhua tawh ang."
"For the man who has not these things is blind, seeing only what is near, having no memory of how he was made clean from his old sins.","Tupawh chung thil nei lo chu mitdel a ni a, hnai tea mi chauh a hmu thei a, a hman lai sualte tlenfaisakna chu a theihnghilh ta si a."
We're hiding,Kan biru
"Early in the morning he came across his brother and said to him, We have made discovery! It is the Messiah! (which is to say, the Christ.","Ani chuan a hmasa berin ama unau Simona a hmu a, a hnenah, Messia kan hmu ta, a ti a chu chu Krista tihna a ni."
"The man whose words come from himself is looking for glory for himself, but he who is looking for the glory of him who sent him--that man is true and there is no evil in him.","Tupawh mahni phuahchawp thu sawi chu, mahni mawina zawng a ni; a tirtu mawina zawng erawh chu, chu mi chu mi tak zet a ni, amahah chuan dik lohna reng a awm lo."
"Then the men in authority over the thousands of the army, the captains of thousands and captains of hundreds, came to Moses,","Tin, sipaite chunga hotu te, za chunga hotu te chuan Mosia an va hnaih a."
He's skinny,A cher lûtuk
He will say I see,Ani chuan Ka hmu e
It's a dog's life.,Ui nun a ni.
Who's it for?,Tu tân nge?
Will a lion give his loud cry in the woodland when no food is there? will the voice of the young lion be sounding from his hole if he has taken nothing?,"Sakeibakneiin ngawah sa aman lai loh chuan, a rûm ngai em ni? Sakeibaknei vânglaiin engmah a man loh chuan, a pûk ata a rûm ang em ni?"
A blessing be on him who comes in the name of the Lord; we give you blessing from the house of the Lord.,LALPA hminga lo kal chu a eng a thawl e: LALPA in atang hian mal kan sawm che u a ni.
I'm not afraid of her anymore.,Ka hlau tawh lo.
We'll sing,Kan sa ang
"And David took these words to heart, fearing Achish, the king of Gath.","Tin, Davida chuan chung thute chu a rilruah apai ta a, Gath lal Akisa chu ahlau ta hle mai a."
I quit school.,Sikul ka bânsan.
I can't ask her.,Ka zâwt thei lo.
Sami isn't crazy,Sami hi a â lo
I hate rain,Ruah ka hua
"And because of you I am glad I was not there, so that you may have faith; but let us go to him.","Chuta ka awm lo chu ka lawmsak a che u, in rin theih nan; nimahsela a hnenah i kal ang u, a ti a."
Let's go.,Kal ang.
"And when everything was gone, there was no food to be had in that country, and he was in need.","Tin, a dehral zawh veleh, chu khaw lamah chuan tam nasa tak mai a lo tla a; ei tur a lo tlachham ta a."
"Yes, madam",Awle ka pi
"When the sinners come up like the grass, and all the workers of evil do well for themselves, it is so that their end may be eternal destruction.","Mi suaksualte hlobet anga an lo chawr a, Thil tisualtute zawng zawng an lo duah hluah hluah hian, Kumkhua atâna tihboralin an awm dawn a lo ni thin, tih hi:"
I'm getting better,Ka dam chho zel a
You're going to be seen.,I hmu dawn nia.
I'm grieving,Ka sûn mêk
It was a cool day,Ni lum tak a ni
"And we said to him, We are true men, we have no evil designs;","Tin, keini chuan a hnênah, 'Mi dik tak kan ni; enthlatu kan ni awzâwng lo ve:"
"Take away, then, his talent and give it to him who has the ten talents.","Tichuan, a talent khat kha laksak ula, talent sawm neitu hnenah pe rawh u."
The deep places of the earth are in his hand; and the tops of the mountains are his.,Ama kutah chuan lei hmun thuk takte chu a awm a; Tlâng chhip sâng takte chu a ta a ni b awk a.
I'll drive,Ka lo khalh ang
You don't smile very often.,I nui vak vak lo.
Is it a cat or a dog?,Ui nge ui?
You'll win for sure.,I chak ngei ang.
He who gives a man a death-blow is himself to be put to death.,"Tupawhin mi lo vua sela, chu mi chu thi ta sela, tihhlum ve ngei ngei tûr a ni."
Is the field fertile?,Lo chu a tha em?
Hang up the phone.,Phone chu dah la.
"Now the husband was a long time in coming, and they all went to sleep.","Tin, mo neitu chu a lo kal har avangin an zain an muthlu a, an lo muhil ta a."
"And you I will take, and you will be king over Israel, ruling over whatever is the desire of your soul.","Nang hi ka ruat ang chia, i duh ang angin ro i rel ang a, Israelte lalah i awm ang."
"And they gave an account of the things which had taken place on the way, and how, when he gave them bread, they had knowledge of him.","Tin, anni pawhin kalkawnga thil lo thleng leh, chhang a phel a, a hmel an lo hriat takziate chu an hrilh ve bawk a."
"Now in the morning when he was coming back to the town, he had a desire for food.","Tin, zingah khawpui lama a kir leh laiin a ril a lo tam ta a."
You will be washed.,I silfai ang.
"Be certain that the Lord is God; it is he who has made us, and we are his; we are his people, and the sheep to whom he gives food.","LALPA chu Pathian ani tih hre rawh u: Min siamtu chu amah chu ani a, ama ta kan ni. A mit leh a ran tlatna hmuna berâmhote chu kan ni."
Try to focus,Ngaihven rawh
It's too low,A hniam lûtuk
You can't possibly win.,I chak thei lo.
"But Peter said to him, Though the others may be turned away from you, I will not.","Petera erawh chuan a hnenah, An zain lungni lovin awm mah sela, kei zawng ka awm lo vang, a ti a."
How could that be,Engtin nge chu chu a nih theih
"So Zadok and Abiathar took the ark of God back to Jerusalem, and did not go away from there.","Chutichuan Zadoka leh Abiathara chuan Pathian bâwm chu Jerusalemah an kalpui leh a; tin, chutah chuan an awm ta a."
Mary is a florist,Mary hi pangpar zuar a ni
I'm worn out,Ka hachhe vek
"And the vision was so overpowering that even Moses said, I am shaking and full of fear.","an thil hmuh pawh chu a hlauhawm em em a, chutichuan Mosian, Ka hlauvin ka khur nasa em em a, a tih hial kha"
What is plausible,Eng nge rintlak
"Now Isaac's servants made holes in the valley, and came to a spring of flowing water.","Tin, Isaaka chhiahhlawhten ruamah chuan an lai a, chutah chuan tuichhunchhuah hna nei an hmu ta hlauh va."
Who's buying,Tunge lei dâwn
"But Israel, going after a law of righteousness, did not get it.","Then suh e, chung zawng zawngah chuan min hmangaihtu avang chuan, ropui taka ngamtu kan ni."
I'm not heating your house.,I in ka lum lo.
"The evil man goes running away when no man is after him, but the upright are without fear, like the lion.","Mi suaksualte chu tuma um lohvin an tlânchhia a, Mi felte erawh chu sakeibaknei angin an huai."
"But when the disciples came round him, he got up and went into the town: and the day after he went away with Barnabas to Derbe.","Nimahsela zirtirhote chu a vela an din laiin, a lo tho va, khuaah chuan a lut leh ta a. Tin, atukah chuan Barnaba nen Derbe khuaah an kal ta a."
They will kill me.,Min that ang.
"He made me free from my strong hater, from those who were against me, because they were stronger than I.","Mi dotu chak tak lakah chuan mi chhanhim a, Mi hawtute lakah pawh; kei atân chuan an chak lutuk si a."
I said stop,Ding rawh ka ti
Abram was eighty-six years old when Hagar gave birth to Ishmael.,"Tin, Hagarin Abrama tân Ismaela chu a hrin lai chuan Abrama chu kum 86 mi a ni a."
Is Tom shy?,Tom a zakzum em?
Some put their faith in carriages and some in horses; but we will be strong in the name of the Lord our God.,"Thenkhatin tawlailirte an ring a, thenkhatin sakawrte an ring. Keini erawh chuan LALPA kan Pathian hming chu kan lam zawk ang."
We talk about everything.,Engkim kan sawi a.
I burped,Ka irhfiak
I always said no.,Ka lo ti fo thin.
But what answer does God make to him? I have still seven thousand men whose knees have not been bent to Baal.,"Nimahsela Pathianin engtin nge a chhan? Baala hmaa thingthi ngai lo mi sangsarih keimah atan ka la zuah reng a ni, tiin a chhang a."
You are not to take a wife for yourself or have sons or daughters in this place.,"Nupui i nei tûr a ni lo va, he hmunah hian fanu fapate pawh i nei tûr a ni hek lo, tiin."
"Of the first of your rough meal you are to give a cake for a lifted offering, lifting it up before the Lord as the offering of the grain-floor is lifted up.",In chhang hmeh hmasak ber zinga mi hlawm khat chu then thilhlanah in hlan tur a ni: hruiha mi then thilhlanah in then angin in then tur a ni.
"And the other wife did everything possible to make her unhappy, because the Lord had not let her have children;",Fa a neih theih loh avânga a lungngaihna tizual tûrin amah ertu Penini chuan a lo deuhsawh thin a.
I love Mary,Mary ka hmangaih
"He did what was right in the eyes of the Lord, walking in the ways of David his father, without turning to the right hand or to the left.","Tin, LALPA mithmuha thil fel tak a ti thin a, a pu Davida kawng zawh zawng zawng chu a zawh ve a, ding lamah emaw vei lamah emaw a pensan lo va."
"Will anyone take him when he is on the watch, or put metal teeth through his nose?",A inralrin laiin miin an man thei êm ni? A hnarah an thil thei ang êm ni.
"That night the king was unable to get any sleep; and he sent for the books of the records; and while some one was reading them to the king,","Chu mi zan chuan lal chu a muhil thei lo va; lal chanchin ziakna bu rawn la tûrin thu a pe a, a hmaah chuan an chhiar a."
Tom saw it,Tom'an a hmu
"But Jesus did not have faith in them, because he had knowledge of them all.","Nimahsela Isua chu an lakah a ngampa lo, mi zawng zawng a hriata,"
So in the morning I was teaching the people and in the evening death took my wife; and in the morning I did what I had been ordered to do.,"Chitichuan zinglamah chuan mipuite hnênah thu ka sawi a, tlai lamah chuan ka nupui a thi ta mai a; tin, zinglamah chuan thu mi pêk ang chuan ka ti a."
Does your arm hurt?,I kut a na em?
Because my desire is for mercy and not offerings; for the knowledge of God more than for burned offerings.,Inthawina duh lovin khawngaihna ka duh si a; hâlral thilhlan aite chuan Pathian hriatna ka duh zawk a ni.
I made a face,Hmainka siam
There's nothing the matter.,Engmah a awm lo.
Do you think she hates me?,Min hua i ti em?
Shut it down,Titawp rawh
I'm taking her for a walk.,Ka hruai kual a.
From earth level up to the windows there were winged ones and palm-trees pictured on the wall.,A chhuat ațngin kawngka chung thlengin cherub leh tûm thinga chei vek a ni; in pui bang chu chuti vek chu a ni.
"And Zerah the Ethiopian, with an army of a million, and three hundred war-carriages, came out against them to Mareshah.","Tin, Ethiopia mi Zera, sipai maktaduai leh tawlailir zathum nen anmahni bei tûrin a lo thawk a; Maresa a lo thleng a."
"Then the chiefs of Israel and the king made themselves low and said, The Lord is upright.","Chutichuan Israel-ho puipate leh lal chu an intihnuai a, LALPA chu a fel a ni, an ti a."
I can survive,Ka damchhuak thei
Check around,Enkual rawh
"Because, as numbers of men became sinners through the wrongdoing of one man, even so will great numbers get righteousness through the keeping of the word of God by one man.",Mi pakhat tihmawh avang khan mi tam tak chu mi sual an lo ni ta a; chutiang bawkin mi pakhat a tihawih avang khan mi tam tak chu mi fel an lo ni ang.
Mary is a psychic,Mary hi psychic a ni a
I get you.,Ka tiam ngam che.
Aren't you guys having any fun?,In hlim lo em ni?
I almost fell,Ka tla ṭep
"My hands are stretched out to you: my soul is turned to you, like a land in need of water. (Selah.","Ka kutte hi i lamah ka phar thin a: Ka nunna hi, ram chau tak angin, nangmahah a tuihal thin."
I am not yet taking food.,Chaw ka la ei lo.
I'm not folding their shirts,An kawr ka fold lo
"But the Lord was angry with me because of you and would not give ear to my prayer; and the Lord said to me, Let it be enough, say no more about this thing.","Nimahsela nangmahni avangin ka chungah LALPA chu a thinur hle a, ka thu chu a pawm lo va; tichuan LALPA chuan, 'Tawk tawh rawh se, he thuah hian mi be leh tawh suh;"
My feet hurt,Ka ke a na
Stay thin,Inti cher rawh
I think you're old enough.,I upa tawh ka ti.
You're being used,I hman mek a ni
In the day of his wrath kings will be wounded by the Lord at your right hand.,"LALPA, i ding lama awm chuan A thinur niah chuan lalte a sat chhum rem rum ang."
I could walk.,Ka kal thei.
I swim.,Ka hleuh.
Let's kiss,Infawp ila
"And they made an oath to the Lord, with a loud voice, sounding wind-instruments and horns.","Tin, LALPA hnênah aw ring takin, au rawlin tawtawrâwt ri nen, tawtawrâwt bi nei ri nen chhia an chham a."
Follow us,Min zui ru
Tom got shot,Tom chu kah a ni
"For did you not make sport of Israel? was he taken among thieves? for whenever you were talking about him, you were shaking your head over him.",Israel chu i tan nuihzabur a ni tawh lawm ni kha? Rukhmang zingahte a tel êm ni? Ama chungchang i sawi apiangin i lu i thing si a.
"Make clear to me what we are to say to him; we are unable to put our cause before him, because of the dark.",A hnêna ka sawi tûr chu min hriattir rawh le. Thimna avângin kan sawi thiam loh hi.
"The curtains of Cushan were troubled, and the tents of Midian were shaking.","Kusan puan inte chu hreawm tuarin ka hmu a, Midian ram puanzârte chu an khûr a."
He succeeded,A hlawhtling ta
"So the priests and the Levites took the weight of silver and gold and the vessels, to take them to Jerusalem into the house of our God.",Chutichuan puithiamte leh Levi chite chuan Jerusalem-a kan pathian ina ken tûrin tangkarua leh rangkachak leh bungbêl bungbêl bukte chu an la ta a.
I'm angry with you.,Ka thinrim a ni.
"But you, my loved ones, keep in memory the words which were said before by the Apostles of our Lord Jesus Christ,","Nimahsela,duh takte u, nangni zawngin kan Lalpa Isua Krista tirhkohten thu an hrilh lawkte kha hre reng rawh u."
But you have put him away in disgust; you have been angry with the king of your selection.,"Nimahsela nang chuan i thlauthlain i duh lo va, I hriak thiha chungah chuan i thin a rim ta a."
"And he made clear to them all the things in the Writings, from Moses and from all the prophets, which had to do with himself.","Tin, Mosia leh zawlneite zawng zawng lehkhaah a tan a, Pathian Lehkha zawng zawnga ama chanchin ziak apiang chu anmahni a hrilhfiah zel a."
Their children in the third generation may come into the meeting of the Lord's people.,An thlahte chu chhuan thumna atnagin LALPA mite pungkhawm zingah chuan an tel tur a ni.
"If he is taken away from his place, then it will say, I have not seen you.","A hmun ata tihbo a nihin, Ka hmu ngai lo che, tiin aphat ang."
"So the responsible men and the chiefs who were in authority in his town, did as Jezebel had said in the letter she sent them.","Tin, a awmna khua ami, a awmna khuaa awm upate leh mi thate chuan Jezebelin an hnêna a thawn lehkhaa a ziak ang chuan an lo ti a."
"And make the Levites come forward in front of the Tent of meeting, and let all the children of Israel come together:","Tin, Levi-hote chu inbiakna puan in bulah chuan hruai la, Israela thlahte mipui zawng zawng chu pun khawmtir vek rawh:"
I got up late.,Ka tho tlai.
"And the Ziphites came to Saul at Gibeah, and said, Is not David waiting secretly near us in the hill of Hachilah, before the waste land?","Tin, Ziph-ho chu Gibea-ah Saula hnênah an kal a, Davida chu thlaler dep Hakila tlângah chuan a biru a ni lâwm ni? tiin an va sawi a."
"A voice is sounding on the open hilltops, the weeping and the prayers of the children of Israel; because their way is twisted, they have not kept the Lord their God in mind.","Tlâng kawlh vul chungah thawm a awm e, Israel fate țap leh thil ngen thawm chu, LALPA Pathian an theihnghilh a, An awm dan an tikhawloh zawh tak avângin."
"I said, You are gods; all of you are the sons of the Most High:","Pathiante in ni a, In zain Chungnungbera fate in ni, ka tih kha."
"And if I give all my goods to the poor, and if I give my body to be burned, but have not love, it is of no profit to me.","Tin, mi retheite chawm nan ka sum zawng zawng pe vek mah ila, ka taksa pawh kang turin inpe mah ila, hmangaihna ka neih si loh chuan ka tan engmah a sawt lo vang."
We have the cross,Kraws kan nei a
"May the Lord be judge between me and you, and may the Lord give me my rights against you, but my hand will never be lifted up against you.","LALPAN nang nena kan chungthu hi rêl sela, tin, LALPA chuan i lakah phuba mi laksak rawh se; mahse kei chuan i chungah kut ka thlak lo rêng rêng ang."
"If you were of the world, you would be loved by the world: but because you are not of the world, but I have taken you out of the world, you are hated by the world.","Nangni khawvela mi ni ula, khawvelin amaha mi a hmangaih tur; khawvela mi in ni si lo va, khawvela mi ka thlan chhuah zawk che u avang hian khawvelin a hua che u a ni e."
We're busy,Kan buai
"But a blessing will be on King Solomon, and the kingdom of David will keep its place before the Lord for ever.","Lal Solomona erawh chu malsawmin a awm ang a. Davida lalthutthleng chu LALPA hmaa kumkhuaa tihngheh ani ang, a ti a."
She picked up the phone.,Phone chu a la a.
We have eaten eggs.,Egg kan ei tawh a.
"That good-for-nothing persons have gone out from among you, turning the people of their town from the right way and saying, Let us go and give worship to other gods, of whom you have no knowledge;","in zing ata mi dukdak lo țhenkhat lo chhuak a, chu mi khawpuia mite chu in hriat ngai lo pathian dangte be turin an hruai bo tih thusawi in hriat chuan"
They don't know that.,Chu chu an hre lo.
Now God is witness that the things which I am writing to you are true.,Ngai teh mah u! In hnena thu ka ziakte hi Pathian mithmuhah pawh ka daw lo ve.
"But if not, they come to their end, and give up their breath without knowledge.","An pawisak loh erawh chuan khandaihin an boral ang a, Hriatna lovin an thi a ng"
